route_name,origin,destination,service_type,route_name_simple,type
S2,St Margrethen Sg,Rorschach,day,St Margrethen Sg → Rorschach,day
S2,St Gallen,Au Sg,day,St Gallen → Au Sg,day
S2,Wattwil,Nesslau Neu St Johann,day,Wattwil → Nesslau Neu St Johann,day
S2,Altstatten Sg,Goldach,day,Altstatten Sg → Goldach,day
S2,Rorschach,Degersheim,day,Rorschach → Degersheim,day
S2,St Gallen,Ebnat Kappel,day,St Gallen → Ebnat Kappel,day
S2,Nesslau Neu St Johann,Herisau,day,Nesslau Neu St Johann → Herisau,day
S5,St Gallen,Kradolf,day,St Gallen → Kradolf,day
S5,Bischofszell Stadt,Weinfelden,day,Bischofszell Stadt → Weinfelden,day
S5,Gossau Sg,Weinfelden,day,Gossau Sg → Weinfelden,day
S5,St Margrethen Sg,St Gallen Winkeln,day,St Margrethen Sg → St Gallen Winkeln,day
S5,Sulgen,Weinfelden,day,Sulgen → Weinfelden,day
S5,St Gallen,Rorschach,day,St Gallen → Rorschach,day
S7,Romanshorn,Rorschach,day,Romanshorn → Rorschach,day
S7,Weinfelden,Rorschach,day,Weinfelden → Rorschach,day
S9,Wil Sg,Wattwil,day,Wil Sg → Wattwil,day
S10,Wil Sg,Weinfelden,day,Wil Sg → Weinfelden,day
S10,Romanshorn,Marwil,day,Romanshorn → Marwil,day
S82,St Gallen,Wittenbach,day,St Gallen → Wittenbach,day
SN,Romanshorn,Huttlingen Mettendorf,day,Romanshorn → Huttlingen Mettendorf,day
SN,Wil Sg,Winterthur,day,Wil Sg → Winterthur,day
SN,St Gallen,Guntershausen,day,St Gallen → Guntershausen,day
SN,Winterthur,Morschwil,day,Winterthur → Morschwil,day
SN,Heerbrugg,St Gallen St Fiden,day,Heerbrugg → St Gallen St Fiden,day
SN,Winterthur,Feuerthalen,day,Winterthur → Feuerthalen,day
SN,Stein Am Rhein,Neuhausen,day,Stein Am Rhein → Neuhausen,day
SN,Winterthur,Bulach,day,Winterthur → Bulach,day
SN,St Gallen,Lichtensteig,day,St Gallen → Lichtensteig,day
SN,Lichtensteig,Steinebrunn,day,Lichtensteig → Steinebrunn,day
SN,Lichtensteig,Haggenschwil Winden,day,Lichtensteig → Haggenschwil Winden,day
SN,Bulach,Jestetten,day,Bulach → Jestetten,day
SN,Weinfelden,Kreuzlingen,day,Weinfelden → Kreuzlingen,day
SN,Konstanz,Weinfelden,day,Konstanz → Weinfelden,day
S26,Bauma,Ruti Zh,day,Bauma → Ruti Zh,day
S26,Winterthur,Saland,day,Winterthur → Saland,day
S26,Winterthur Gruze,Bauma,day,Winterthur Gruze → Bauma,day
S26,Ruti Zh,Turbenthal,day,Ruti Zh → Turbenthal,day
S29,Thalheim Altikon,Stein Am Rhein,day,Thalheim Altikon → Stein Am Rhein,day
S29,Winterthur,Etzwilen,day,Winterthur → Etzwilen,day
S29,Stein Am Rhein,Oberwinterthur,day,Stein Am Rhein → Oberwinterthur,day
S29,Stein Am Rhein,Seuzach,day,Stein Am Rhein → Seuzach,day
SN,Kreuzlingen,Altnau,day,Kreuzlingen → Altnau,day
S36,Rekingen Ag,Waldshut,day,Rekingen Ag → Waldshut,day
S36,Bulach,Koblenz Dorf,day,Bulach → Koblenz Dorf,day
S36,Waldshut,Zweidlen,day,Waldshut → Zweidlen,day
S36,Bad Zurzach,Waldshut,day,Zurzach → Waldshut,day
S36,Koblenz,Eglisau,day,Koblenz → Eglisau,day
S7,Bregenz,Romanshorn,day,Bregenz → Romanshorn,day
SN,Kreuzlingen Hafen,Weinfelden,day,Kreuzlingen Hafen → Weinfelden,day
S,Kreuzlingen,Uttwil,day,Kreuzlingen → Uttwil,day
S14,Kreuzlingen Hafen,Bussnang,day,Kreuzlingen Hafen → Bussnang,day
SN,Kreuzlingen Hafen,Marstetten,day,Kreuzlingen Hafen → Marstetten,day
S1,Kreuzlingen Hafen,Eschenz,day,Kreuzlingen Hafen → Eschenz,day
S,Winterthur,Oberwinterthur,day,Winterthur → Oberwinterthur,day
S,Landquart,Rheineck,day,Landquart → Rheineck,day
S26,Turbenthal,Winterthur,day,Turbenthal → Winterthur,day
S7,Arbon,Romanshorn,day,Arbon → Romanshorn,day
S7,Arbon,Rorschach,day,Arbon → Rorschach,day
S29,Winterthur,Stammheim,day,Winterthur → Stammheim,day
S5,St Gallen,Bischofszell Stadt,day,St Gallen → Bischofszell Stadt,day
S14,Konstanz,Kreuzlingen Hafen,day,Konstanz → Kreuzlingen Hafen,day
RE,Chur,Heerbrugg,day,Chur → Heerbrugg,day
S44,Kreuzlingen,Kreuzlingen Hafen,day,Kreuzlingen → Kreuzlingen Hafen,day
R,Nyon,Genolier Clinique Campus,day,Nyon → Genolier Clinique Campus,day
R,St Cergue,Trelex,day,St Cergue → Trelex,day
R,La Cure,Genolier Clinique Campus,day,la Cure → Genolier Clinique Campus,day
R,La Cure,St Cergue,day,la Cure → St Cergue,day
R,Genolier,Nyon,day,Genolier → Nyon,day
R,Bergun Bravuogn,Preda,day,Bergun Bravuogn → Preda,day
R,Samedan,Bergun Bravuogn,day,Samedan → Bergun Bravuogn,day
PE,Disentis Muster,Chur,day,Disentis Muster → Chur,day
PE,Disentis Muster,St Moritz,day,Disentis Muster → St Moritz,day
PE,Tirano,Rhazuns,day,Tirano → Rhazuns,day
PE,Chur,Le Prese,day,Chur → le Prese,day
PE,Chur,Samedan,day,Chur → Samedan,day
PE,Tirano,Pontresina,day,Tirano → Pontresina,day
PE,Tirano,St Moritz,day,Tirano → St Moritz,day
RE,Davos Platz,Jenaz,day,Davos Platz → Jenaz,day
RE,Klosters Platz,Seewis Pardisla,day,Klosters Platz → Seewis Pardisla,day
RE,Landquart,Klosters Platz,day,Landquart → Klosters Platz,day
RE,Landquart,Cavadurli,day,Landquart → Cavadurli,day
RE,Landquart,Saas Im Prattigau,day,Landquart → Saas Im Prattigau,day
RE,Davos Platz,Schiers,day,Davos Platz → Schiers,day
R,Davos Platz,Fideris,day,Davos Platz → Fideris,day
R,Samedan,St Moritz,day,Samedan → St Moritz,day
RE,Chur,Bever,day,Chur → Bever,day
RE,Reichenau Tamins,Celerina,day,Reichenau Tamins → Celerina,day
RE,Samedan,Rothenbrunnen,day,Samedan → Rothenbrunnen,day
RE,Thusis,Felsberg,day,Thusis → Felsberg,day
RE,St Moritz,Surava,day,St Moritz → Surava,day
IR38,Thusis,St Moritz,day,Thusis → St Moritz,day
RE,Thusis,Chur,day,Thusis → Chur,day
RE,Thusis,Reichenau Tamins,day,Thusis → Reichenau Tamins,day
IR38,St Moritz,Reichenau Tamins,day,St Moritz → Reichenau Tamins,day
IR38,Chur,St Moritz,day,Chur → St Moritz,day
IR38,Chur,Celerina,day,Chur → Celerina,day
IR38,Thusis,Celerina,day,Thusis → Celerina,day
R,Chur,Rodels Realta,day,Chur → Rodels Realta,day
R,Scuol Tarasp,Klosters Platz,day,Scuol Tarasp → Klosters Platz,day
R,Sagliains,Klosters Platz,day,Sagliains → Klosters Platz,day
RE,Landquart,Klosters Dorf,day,Landquart → Klosters Dorf,day
R,Scuol Tarasp,Susch,day,Scuol Tarasp → Susch,day
RE,Klosters Platz,Susch,day,Klosters Platz → Susch,day
RE,Landquart,Zuoz,day,Landquart → Zuoz,day
RE,St Moritz,Zernez,day,St Moritz → Zernez,day
RE,St Moritz,Susch,day,St Moritz → Susch,day
RE,Samedan,Klosters Platz,day,Samedan → Klosters Platz,day
R,S Chanf,St Moritz,day,S Chanf → St Moritz,day
RE,Klosters Platz,Bever,day,Klosters Platz → Bever,day
RE,St Moritz,Vereinatunnel,day,St Moritz → Vereinatunnel,day
RE,Klosters Platz,St Moritz,day,Klosters Platz → St Moritz,day
RE,Klosters Platz,Celerina,day,Klosters Platz → Celerina,day
R,Arosa,Chur,day,Arosa → Chur,day
S2,Schiers,Chur Wiesental,day,Schiers → Chur Wiesental,day
S2,Landquart,Chur,day,Landquart → Chur,day
S2,Landquart,Domat Ems,day,Landquart → Domat Ems,day
S2,Rhazuns,Untervaz Trimmis,day,Rhazuns → Untervaz Trimmis,day
S2,Chur,Grusch,day,Chur → Grusch,day
S1,Chur,Schiers,day,Chur → Schiers,day
S2,Schiers,Landquart,day,Schiers → Landquart,day
S,Rothenbrunnen,Chur Wiesental,day,Rothenbrunnen → Chur Wiesental,day
S2,Chur,Rhazuns,day,Chur → Rhazuns,day
S2,Reichenau Tamins,Rhazuns,day,Reichenau Tamins → Rhazuns,day
S1,Chur,Rothenbrunnen,day,Chur → Rothenbrunnen,day
RE,St Moritz,Ospizio Bernina,day,St Moritz → Ospizio Bernina,day
RE,Pontresina,Poschiavo,day,Pontresina → Poschiavo,day
R,Pontresina,St Moritz,day,Pontresina → St Moritz,day
RE,Tirano,Ospizio Bernina,day,Tirano → Ospizio Bernina,day
RE,Tirano,Bernina Diavolezza,day,Tirano → Bernina Diavolezza,day
RE,Landquart,Ilanz,day,Landquart → Ilanz,day
RE,Ilanz,Chur,day,Ilanz → Chur,day
RE,Disentis Muster,Valendas Sagogn,day,Disentis Muster → Valendas Sagogn,day
RE,Reichenau Tamins,Rabius Surrein,day,Reichenau Tamins → Rabius Surrein,day
RE,Reichenau Tamins,Ilanz,day,Reichenau Tamins → Ilanz,day
RE,Reichenau Tamins,Disentis Muster,day,Reichenau Tamins → Disentis Muster,day
RE,Disentis Muster,Versam Safien,day,Disentis Muster → Versam Safien,day
RE,Chur,Trun,day,Chur → Trun,day
RE,Reichenau Tamins,Sumvitg Cumpadials,day,Reichenau Tamins → Sumvitg Cumpadials,day
RE,Chur,Versam Safien,day,Chur → Versam Safien,day
RE,Chur,Waltensburg Vuorz,day,Chur → Waltensburg Vuorz,day
RE,Reichenau Tamins,Trun,day,Reichenau Tamins → Trun,day
RE,Davos Platz,Klosters Platz,day,Davos Platz → Klosters Platz,day
R,Samedan,Pontresina,day,Samedan → Pontresina,day
R,S Chanf,Pontresina,day,S Chanf → Pontresina,day
R,Scuol Tarasp,Zuoz,day,Scuol Tarasp → Zuoz,day
R,Sagliains,Samedan,day,Sagliains → Samedan,day
R,Pontresina,Zernez,day,Pontresina → Zernez,day
R,Scuol Tarasp,S Chanf,day,Scuol Tarasp → S Chanf,day
R,Scuol Tarasp,S Chanf Marathon,day,Scuol Tarasp → S Chanf Marathon,day
R,Pontresina,Cinuos Chel Brail,day,Pontresina → Cinuos Chel Brail,day
R,Samedan,Susch,day,Samedan → Susch,day
R,Zuoz,Pontresina,day,Zuoz → Pontresina,day
EXT,Davos Platz,Zizers,day,Davos Platz → Zizers,day
EXT,Davos Platz,Landquart Ried,day,Davos Platz → Landquart Ried,day
EXT,Davos Dorf,Samedan,day,Davos Dorf → Samedan,day
EXT,Landquart,Cazis,day,Landquart → Cazis,day
R,Reichenau Tamins,Filisur,day,Reichenau Tamins → Filisur,day
RE,Landquart,Guarda,day,Landquart → Guarda,day
RE,Scuol Tarasp,Schiers,day,Scuol Tarasp → Schiers,day
EXT,Zernez,Celerina,day,Zernez → Celerina,day
EXT,Landquart,Zernez,day,Landquart → Zernez,day
EXT,Landquart,S Chanf,day,Landquart → S Chanf,day
EXT,Landquart,La Punt Chamues Ch,day,Landquart → la Punt Chamues Ch,day
EXT,Landquart,Samedan,day,Landquart → Samedan,day
EXT,Morteratsch,St Moritz,day,Morteratsch → St Moritz,day
EXT,Samedan,Cinuos Chel Brail,day,Samedan → Cinuos Chel Brail,day
EXT,Carolina,St Moritz,day,Carolina → St Moritz,day
R,Davos Platz,Filisur,day,Davos Platz → Filisur,day
EXT,Zuoz,St Moritz,day,Zuoz → St Moritz,day
EXT,Cinuos Chel Brail,St Moritz,day,Cinuos Chel Brail → St Moritz,day
R,Filisur,Alvaneu,day,Filisur → Alvaneu,day
R,Poschiavo,Tirano,day,Poschiavo → Tirano,day
R,Pontresina,Cadera,day,Pontresina → Cadera,day
R,Poschiavo,Surovas,day,Poschiavo → Surovas,day
R,Tirano,Cavaglia,day,Tirano → Cavaglia,day
RE,Ilanz,Disentis Muster,day,Ilanz → Disentis Muster,day
R,Davos Platz,Davos Glaris,day,Davos Platz → Davos Glaris,day
EXT,Davos Platz,Davos Dorf,day,Davos Platz → Davos Dorf,day
PE,Chur,Tirano,day,Chur → Tirano,day
RE,Kublis,Landquart,day,Kublis → Landquart,day
IR38,Bergun Bravuogn,St Moritz,day,Bergun Bravuogn → St Moritz,day
IR38,Filisur,Chur,day,Filisur → Chur,day
R,Davos Glaris,Filisur,day,Davos Glaris → Filisur,day
R,Fleurier,Buttes,day,Fleurier → Buttes,day
R,Neuchatel,Motiers Ne,day,Neuchatel → Motiers Ne,day
R,Buttes,Auvernier,day,Buttes → Auvernier,day
R,Buttes,Travers,day,Buttes → Travers,day
R,Neuchatel,Colombier Ne,day,Neuchatel → Colombier Ne,day
R,Brig,Sion,day,Brig → Sion,day
R,Monthey,Chamoson St Pierre De Clages,day,Monthey → Chamoson St Pierre de Clages,day
R,St Maurice,Chateauneuf Conthey,day,St Maurice → Chateauneuf Conthey,day
R,Sion,Evionnaz,day,Sion → Evionnaz,day
R,St Gingolph Suisse,Evionnaz,day,St Gingolph Suisse → Evionnaz,day
R,Monthey,St Maurice,day,Monthey → St Maurice,day
R,Martigny,Sierre Siders,day,Martigny → Sierre Siders,day
R,Martigny,Monthey,day,Martigny → Monthey,day
R,Monthey,St Gingolph Suisse,day,Monthey → St Gingolph Suisse,day
R,Monthey,Sierre Siders,day,Monthey → Sierre Siders,day
R,Sembrancher,Le Chable Vs,day,Sembrancher → le Chable Vs,day
R,Le Chable Vs,Martigny Bourg,day,le Chable Vs → Martigny Bourg,day
R,Orsieres,Sembrancher,day,Orsieres → Sembrancher,day
R,Martigny,Orsieres,day,Martigny → Orsieres,day
R,Orsieres,Martigny Bourg,day,Orsieres → Martigny Bourg,day
SN,Langnau Gattikon,Zurich Giesshubel,day,Langnau Gattikon → Zurich Giesshubel,day
SN,Zurich Hb,Sihlau,day,Zurich Hb → Sihlau,day
SN,Zurich Selnau,Wildpark Hofli,day,Zurich Selnau → Wildpark Hofli,day
S4,Langnau Gattikon,Zurich Selnau,day,Langnau Gattikon → Zurich Selnau,day
S4,Langnau Gattikon,Zurich Saalsporthalle,day,Langnau Gattikon → Zurich Saalsporthalle,day
S4,Zurich Hb,Langnau Gattikon,day,Zurich Hb → Langnau Gattikon,day
S4,Sihlwald,Zurich Saalsporthalle,day,Sihlwald → Zurich Saalsporthalle,day
S10,Zurich Hb,Uetliberg,day,Zurich Hb → Uetliberg,day
S10,Zurich Hb,Ringlikon,day,Zurich Hb → Ringlikon,day
S10,Zurich Binz,Ringlikon,day,Zurich Binz → Ringlikon,day
S10,Ringlikon,Zurich Selnau,day,Ringlikon → Zurich Selnau,day
S10,Zurich Hb,Uitikon Waldegg,day,Zurich Hb → Uitikon Waldegg,day
S10,Zurich Selnau,Uetliberg,day,Zurich Selnau → Uetliberg,day
S10,Zurich Hb,Zurich Triemli,day,Zurich Hb → Zurich Triemli,day
S11,Langenthal,Bannwil,day,Langenthal → Bannwil,day
S11,Langenthal,Niederbipp Dorf,day,Langenthal → Niederbipp Dorf,day
S11,Oensingen,Aarwangen Vorstadt,day,Oensingen → Aarwangen Vorstadt,day
S11,Attiswil,Solothurn,day,Attiswil → Solothurn,day
S11,Oensingen,Bei Den Weihern,day,Oensingen → Bei Den Weihern,day
S11,Wiedlisbach,Oensingen,day,Wiedlisbach → Oensingen,day
S11,Oberbipp,Solothurn Baseltor,day,Oberbipp → Solothurn Baseltor,day
S11,Solothurn,Wiedlisbach,day,Solothurn → Wiedlisbach,day
S11,Niederbipp,St Katharinen,day,Niederbipp → St Katharinen,day
IR,St Gallen,Biberbrugg,day,St Gallen → Biberbrugg,day
IR,St Gallen,Rapperswil Sg,day,St Gallen → Rapperswil Sg,day
IR,St Gallen,Arth Goldau,day,St Gallen → Arth Goldau,day
IR,Luzern,Rapperswil Sg,day,Luzern → Rapperswil Sg,day
IR,Luzern,Wattwil,day,Luzern → Wattwil,day
IR,Rotkreuz,Herisau,day,Rotkreuz → Herisau,day
IR,St Gallen,Rothenthurm,day,St Gallen → Rothenthurm,day
IR,Luzern,Seedamm,day,Luzern → Seedamm,day
IR,St Gallen,Altmatt,day,St Gallen → Altmatt,day
IR,St Gallen,Wattwil,day,St Gallen → Wattwil,day
IR,St Gallen,Wilen Bei Wollerau,day,St Gallen → Wilen Bei Wollerau,day
IR,Arth Goldau,Herisau,day,Arth Goldau → Herisau,day
IR,Arth Goldau,Degersheim,day,Arth Goldau → Degersheim,day
IR,Arth Goldau,Uznach,day,Arth Goldau → Uznach,day
IR,Arth Goldau,Riedmatt Sz,day,Arth Goldau → Riedmatt Sz,day
IR13,St Gallen,Landquart,day,St Gallen → Landquart,day
IR13,Chur,Rorschach,day,Chur → Rorschach,day
IR13,St Gallen,Maienfeld,day,St Gallen → Maienfeld,day
IR26,Erstfeld,Castione Arbedo,day,Erstfeld → Castione Arbedo,day
IR26,Erstfeld,Luzern,day,Erstfeld → Luzern,day
IR26,Basel Sbb,Erstfeld,day,Basel Sbb → Erstfeld,day
IR26,Olten,Goschenen,day,Olten → Goschenen,day
IR26,Bellinzona,Goschenen,day,Bellinzona → Goschenen,day
IR26,Locarno,Faido,day,Locarno → Faido,day
IR26,Cadenazzo,Airolo,day,Cadenazzo → Airolo,day
IR26,Olten,Erstfeld,day,Olten → Erstfeld,day
IR26,Basel Sbb,Emmenbrucke,day,Basel Sbb → Emmenbrucke,day
IR26,Goschenen,Luzern,day,Goschenen → Luzern,day
IR35,Bern,Zimmerberg Basistunnel,day,Bern → Zimmerberg Basistunnel,day
IR35,Zollikofen,Zimmerberg Basistunnel,day,Zollikofen → Zimmerberg Basistunnel,day
IR35,Pfaffikon Sz,Burgdorf,day,Pfaffikon Sz → Burgdorf,day
IR35,Chur,Murg,day,Chur → Murg,day
IR46,Biasca,Locarno,day,Biasca → Locarno,day
IR46,Zurich Hb,Gotthard Panoramastrecke,day,Zurich Hb → Gotthard Panoramastrecke,day
IR46,Zurich Hb,Airolo,day,Zurich Hb → Airolo,day
IR46,Erstfeld,Zurich Hb,day,Erstfeld → Zurich Hb,day
IR46,Luzern,Airolo,day,Luzern → Airolo,day
IR46,Arth Goldau,Ambri Piotta,day,Arth Goldau → Ambri Piotta,day
IR46,Goschenen,Arth Goldau,day,Goschenen → Arth Goldau,day
IR35,Chur,Uznach,day,Chur → Uznach,day
IR,Biberbrugg,Luzern,day,Biberbrugg → Luzern,day
IR,Pfaffikon Sz,Arth Goldau,day,Pfaffikon Sz → Arth Goldau,day
IR,Rapperswil Sg,Steinerberg,day,Rapperswil Sg → Steinerberg,day
IR,Luzern,Pfaffikon Sz,day,Luzern → Pfaffikon Sz,day
IR,Rapperswil Sg,Biberbrugg,day,Rapperswil Sg → Biberbrugg,day
IR,Uznach,St Gallen,day,Uznach → St Gallen,day
IR,Uznach,St Gallen Haggen,day,Uznach → St Gallen Haggen,day
S27,Siebnen Wangen,Ziegelbrucke,day,Siebnen Wangen → Ziegelbrucke,day
S4,Wattwil,Rapperswil Sg,day,Wattwil → Rapperswil Sg,day
S4,Wattwil,St Gallen St Fiden,day,Wattwil → St Gallen St Fiden,day
S4,St Gallen,Kaltbrunn,day,St Gallen → Kaltbrunn,day
S4,Rapperswil Sg,Herisau,day,Rapperswil Sg → Herisau,day
S4,Rapperswil Sg,Degersheim,day,Rapperswil Sg → Degersheim,day
S4,Sargans,Au Sg,day,Sargans → Au Sg,day
S4,St Margrethen Sg,St Gallen Haggen,day,St Margrethen Sg → St Gallen Haggen,day
S6,Ziegelbrucke,Rapperswil Sg,day,Ziegelbrucke → Rapperswil Sg,day
S6,Ziegelbrucke,Schwanden Gl,day,Ziegelbrucke → Schwanden Gl,day
S6,Schwanden Gl,Benken Sg,day,Schwanden Gl → Benken Sg,day
S6,Rapperswil Sg,Netstal,day,Rapperswil Sg → Netstal,day
S6,Ziegelbrucke,Leuggelbach,day,Ziegelbrucke → Leuggelbach,day
S6,Ziegelbrucke,Linthal Braunwaldbahn,day,Ziegelbrucke → Linthal Braunwaldbahn,day
S6,Linthal,Nieder Und Oberurnen,day,Linthal → Nieder Und Oberurnen,day
S17,Sargans,Benken Sg,day,Sargans → Benken Sg,day
S17,Rapperswil Sg,Unterterzen,day,Rapperswil Sg → Unterterzen,day
S17,Sargans,Ziegelbrucke,day,Sargans → Ziegelbrucke,day
S31,Biberbrugg,Arth Goldau,day,Biberbrugg → Arth Goldau,day
S40,Rapperswil Sg,Samstagern,day,Rapperswil Sg → Samstagern,day
S40,Biberbrugg,Einsiedeln,day,Biberbrugg → Einsiedeln,day
S40,Einsiedeln,Hurden,day,Einsiedeln → Hurden,day
S40,Rapperswil Sg,Schindellegi Feusisberg,day,Rapperswil Sg → Schindellegi Feusisberg,day
S40,Einsiedeln,Pfaffikon Sz,day,Einsiedeln → Pfaffikon Sz,day
S13,Samstagern,Wadenswil,day,Samstagern → Wadenswil,day
S13,Einsiedeln,Wadenswil,day,Einsiedeln → Wadenswil,day
IR,Uznach,Sattel,day,Uznach → Sattel,day
IR,Uznach,Schindellegi Feusisberg,day,Uznach → Schindellegi Feusisberg,day
IR,Arth Goldau,Rapperswil Sg,day,Arth Goldau → Rapperswil Sg,day
IR,Uznach,Rapperswil Sg,day,Uznach → Rapperswil Sg,day
IR13,Buchs Sg,Chur,day,Buchs Sg → Chur,day
S17,Rapperswil Sg,Sargans,day,Rapperswil Sg → Sargans,day
S13,Samstagern,Einsiedeln,day,Samstagern → Einsiedeln,day
S6,Schwanden Gl,Nafels Mollis,day,Schwanden Gl → Nafels Mollis,day
IR46,Erstfeld,Airolo,day,Erstfeld → Airolo,day
IR26,Airolo,Arth Goldau,day,Airolo → Arth Goldau,day
EXT,Freienbach Sob,Einsiedeln,day,Freienbach Sob → Einsiedeln,day
EXT,Landquart,Seedamm,day,Landquart → Seedamm,day
EXT,Landquart,Zurich Hb,day,Landquart → Zurich Hb,day
PE,Meiringen,Luzern,day,Meiringen → Luzern,day
PE,Luzern,Brienz,day,Luzern → Brienz,day
PE,Luzern,Interlaken Ost,day,Luzern → Interlaken Ost,day
PE,Interlaken Ost,Sarnen,day,Interlaken Ost → Sarnen,day
PE,Luzern,Oberried Am Brienzersee,day,Luzern → Oberried Am Brienzersee,day
PE,Interlaken Ost,Brunig Hasliberg,day,Interlaken Ost → Brunig Hasliberg,day
IR,Luzern,Grafenort,day,Luzern → Grafenort,day
IR,Luzern,Engelberg,day,Luzern → Engelberg,day
IR,Hergiswil Nw,Luzern,day,Hergiswil Nw → Luzern,day
IR,Meiringen,Interlaken Ost,day,Meiringen → Interlaken Ost,day
R,Innertkirchen Kraftwerk Bahn,Meiringen,day,Innertkirchen Kraftwerk Bahn → Meiringen,day
R,Meiringen,Innertkirchen Grimseltor,day,Meiringen → Innertkirchen Grimseltor,day
S4,Wolfenschiessen,Luzern,day,Wolfenschiessen → Luzern,day
S4,Stans,Luzern,day,Stans → Luzern,day
S4,Luzern,Stansstad,day,Luzern → Stansstad,day
S4,Luzern,Dallenwil,day,Luzern → Dallenwil,day
S5,Giswil,Horw,day,Giswil → Horw,day
S5,Luzern,Sarnen,day,Luzern → Sarnen,day
S41,Luzern,Horw,day,Luzern → Horw,day
S55,Luzern,Sachseln,day,Luzern → Sachseln,day
EXT,Lungern,Luzern,day,Lungern → Luzern,day
IR,Engelberg,Stans,day,Engelberg → Stans,day
RE,Solothurn,Bern,day,Solothurn → Bern,day
S8,Worblaufen,Bern,day,Worblaufen → Bern,day
RE,Fraubrunnen,Bern,day,Fraubrunnen → Bern,day
S7,Worb Dorf,Worblaufen,day,Worb Dorf → Worblaufen,day
S7,Bern,Worbboden,day,Bern → Worbboden,day
S7,Bolligen,Bern,day,Bolligen → Bern,day
S7,Bern,Boll Utzigen,day,Bern → Boll Utzigen,day
S7,Worb Dorf,Bern,day,Worb Dorf → Bern,day
S7,Worblaufen,Bolligen,day,Worblaufen → Bolligen,day
S8,Bern,Grafenried,day,Bern → Grafenried,day
S8,Jegenstorf,Bern,day,Jegenstorf → Bern,day
S8,Worblaufen,Fraubrunnen,day,Worblaufen → Fraubrunnen,day
S8,Batterkinden,Moosseedorf,day,Batterkinden → Moosseedorf,day
S8,Solothurn,Urtenen,day,Solothurn → Urtenen,day
S8,Bern,Zollikofen,day,Bern → Zollikofen,day
S9,Unterzollikofen,Bern,day,Unterzollikofen → Bern,day
S9,Worblaufen,Unterzollikofen,day,Worblaufen → Unterzollikofen,day
RE,Solothurn,Zollikofen,day,Solothurn → Zollikofen,day
S8,Zollikofen,Schalunen,day,Zollikofen → Schalunen,day
S8,Jegenstorf,Zollikofen,day,Jegenstorf → Zollikofen,day
R,Tasch,Zermatt,day,Tasch → Zermatt,day
R,Visp,Zermatt,day,Visp → Zermatt,day
S14,Aarau,Unterkulm Nord,day,Aarau → Unterkulm Nord,day
S14,Menziken,Unterkulm Nord,day,Menziken → Unterkulm Nord,day
S14,Aarau,Bleien Liebegg,day,Aarau → Bleien Liebegg,day
S14,Schoftland,Unterentfelden Oberdorf,day,Schoftland → Unterentfelden Oberdorf,day
S14,Aarau,Mittelmuhen,day,Aarau → Mittelmuhen,day
R,Ste Croix,Yverdon Les Bains,day,Ste Croix → Yverdon les Bains,day
CC,Brienz Brb,Brienzer Rothorn,day,Brienz Brb → Brienzer Rothorn,day
CC,Brienz Brb,Planalp,day,Brienz Brb → Planalp,day
CC,Zermatt Ggb,Gornergrat,day,Zermatt Ggb → Gornergrat,day
CC,Zermatt Ggb,Riffelalp,day,Zermatt Ggb → Riffelalp,day
CC,Eigergletscher,Kleine Scheidegg,day,Eigergletscher → Kleine Scheidegg,day
CC,Eigergletscher,Jungfraujoch,day,Eigergletscher → Jungfraujoch,day
CC,Kleine Scheidegg,Jungfraujoch,day,Kleine Scheidegg → Jungfraujoch,day
CC,Capolago Riva S Vitale,Monte Generoso Vetta,day,Capolago Riva S Vitale → Monte Generoso Vetta,day
R,Montreux,Haut De Caux,day,Montreux → Haut de Caux,day
R,Montreux,Les Echets,day,Montreux → les Echets,day
R,Caux,Montreux,day,Caux → Montreux,day
R,Rochers De Naye,Glion College,day,Rochers de Naye → Glion College,day
R,Haut De Caux,Montreux Les Planches,day,Haut de Caux → Montreux les Planches,day
R,Montreux,Glion,day,Montreux → Glion,day
CC,Alpnachstad Pb,Pilatus Kulm,day,Alpnachstad Pb → Pilatus Kulm,day
CC,Arth Goldau Rb,Rigi Kulm,day,Arth Goldau Rb → Rigi Kulm,day
CC,Vitznau,Rigi Staffelhohe,day,Vitznau → Rigi Staffelhohe,day
CC,Vitznau,Rigi Kulm,day,Vitznau → Rigi Kulm,day
CC,Vitznau,Rigi Staffel,day,Vitznau → Rigi Staffel,day
CC,Rigi Kaltbad First,Vitznau,day,Rigi Kaltbad First → Vitznau,day
CC,Schynige Platte,Wilderswil,day,Schynige Platte → Wilderswil,day
m1,Ecublens Vd Unil Sorge,Lausanne Flon,day,Ecublens Vd Unil Sorge → Lausanne Flon,day
m1,Lausanne Flon,Ecublens Vd Epfl,day,Lausanne Flon → Ecublens Vd Epfl,day
m1,Renens Vd Gare,Lausanne Bourdonnette,day,Renens Vd → Lausanne Bourdonnette,day
m1,Renens Vd Gare,Ecublens Vd Epfl,day,Renens Vd → Ecublens Vd Epfl,day
m2,Epalinges Croisettes,Lausanne Gare,day,Epalinges Croisettes → Lausanne,day
m2,Lausanne Ouchy Olympique,Lausanne Chuv,day,Lausanne Ouchy Olympique → Lausanne Chuv,day
m2,Lausanne Gare,Lausanne Sallaz,day,Lausanne → Lausanne Sallaz,day
CC,Lauterbrunnen,Kleine Scheidegg,day,Lauterbrunnen → Kleine Scheidegg,day
CC,Lauterbrunnen,Wengen,day,Lauterbrunnen → Wengen,day
