route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km
IR95,renens vd,sion,day,Renens Vd → Sion,CH,CH,69.04
RE,renens vd,vevey,day,Renens Vd → Vevey,CH,CH,21.86
m1,renens vd gare,ecublens vd epfl,day,Renens Vd → Ecublens Vd Epfl,CH,CH,1.96
m1,renens vd gare,lausanne flon,day,Renens Vd → Lausanne Flon,CH,CH,4.41
081G,rennes,bourg saint maurice,day,Rennes → Bourg Saint Maurice,FR,FR,698.44
TGV,rennes,bourg saint maurice,day,Rennes → Bourg Saint Maurice,CH,CH,698.43
K1,rennes,brest,day,Rennes → Brest,FR,FR,210.27
K12,rennes,caen,day,Rennes → Caen,FR,FR,153.98
P6,rennes,dinan,day,Rennes → Dinan,FR,FR,48.33
081G,rennes,grenoble,day,Rennes → Grenoble,FR,FR,649.84
TGV,rennes,grenoble,day,Rennes → Grenoble,CH,CH,649.79
C5,rennes,la brohiniere,day,Rennes → la Brohiniere,FR,FR,34.69
P4,rennes,laval,day,Rennes → Laval,FR,FR,67.79
P41,rennes,le mans,day,Rennes → le Mans,FR,FR,139.17
081A,rennes,lyon part dieu,day,Rennes → Lyon Part Dieu,FR,FR,559.99
TGV,rennes,lyon part dieu,day,Rennes → Lyon Part Dieu,CH,CH,559.99
081A,rennes,lyon perrache,day,Rennes → Lyon Perrache,FR,FR,558.41
TGV,rennes,lyon perrache,day,Rennes → Lyon Perrache,CH,CH,558.34
081A,rennes,marseille saint charles,day,Rennes → Marseille Saint Charles,FR,FR,764.23
TGV,rennes,marseille saint charles,day,Rennes → Marseille Saint Charles,CH,CH,764.18
081A,rennes,montpellier saint roch,day,Rennes → Montpellier Saint Roch,FR,FR,659.35
TGV,rennes,montpellier saint roch,day,Rennes → Montpellier Saint Roch,CH,CH,659.33
K1,rennes,morlaix,day,Rennes → Morlaix,FR,FR,168.12
K2,rennes,quimper,day,Rennes → Quimper,FR,FR,180.24
P2,rennes,redon,day,Rennes → Redon,FR,FR,58.98
C6,rennes,retiers,day,Rennes → Retiers,FR,FR,29.85
061B,rennes,strasbourg,day,Rennes → Strasbourg,FR,FR,696.82
TGV,rennes,strasbourg,day,Rennes → Strasbourg,CH,CH,696.89
P5,retiers,chateaubriant,day,Retiers → Chateaubriant,FR,FR,21.81
C46+,revigny,bar le duc,day,Revigny → Bar le Duc,FR,FR,14.44
TER,revigny,bar le duc,day,Revigny → Bar le Duc,CH,CH,14.47
TER,revigny,luneville,day,Revigny → Luneville,CH,CH,114.02
C46+,revigny,nancy,day,Revigny → Nancy,FR,FR,88.43
TER,revigny,nancy,day,Revigny → Nancy,CH,CH,88.43
RB,rheinfelden baden,basel bad bf,day,Rheinfelden Baden → Basel,CH,CH,13.35
RE,rheinfelden baden,friedrichshafen hafen,day,Rheinfelden Baden → Friedrichshafen Hafen,CH,CH,127.78
P810,ribeauville gare routiere,selestat,day,Ribeauville → Selestat,FR,FR,11.49
P14,ribecourt,compiegne,day,Ribecourt → Compiegne,FR,FR,11.99
RB,riegel malterdingen,efringen kirchen,day,Riegel Malterdingen → Efringen Kirchen,CH,CH,57.31
RB,riegel malterdingen,freiburg breisgau hbf,day,Riegel Malterdingen → Freiburg Breisgau,CH,CH,17.93
CC,rigi kaltbad first,vitznau,day,Rigi Kaltbad First → Vitznau,CH,CH,4.03
S10,ringlikon,zurich hb,day,Ringlikon → Zurich Hb,CH,CH,5.13
S10,ringlikon,zurich selnau,day,Ringlikon → Zurich Selnau,CH,CH,4.3
P22,riom chatel guyon,montlucon,day,Riom Chatel Guyon → Montlucon,FR,FR,64.16
C71,riom chatel guyon,vic le comte,day,Riom Chatel Guyon → Vic le Comte,FR,FR,25.91
TER,riom chatel guyon,vic le comte,day,Riom Chatel Guyon → Vic le Comte,CH,CH,25.89
C31,rives,chambery challes les eaux,day,Rives → Chambery Challes les Eaux,FR,FR,40.95
TER,rives,chambery challes les eaux,day,Rives → Chambery Challes les Eaux,CH,CH,41.01
C6,rives,grenoble universites gieres,day,Rives → Grenoble Universites Gieres,FR,FR,29.89
TER,rives,grenoble universites gieres,day,Rives → Grenoble Universites Gieres,CH,CH,29.92
C6,rives,la tour du pin,day,Rives → la Tour du Pin,FR,FR,22.78
TER,roanne,lyon perrache,day,Roanne → Lyon Perrache,CH,CH,67.28
TER,roanne,saint etienne chateaucreux,day,Roanne → Saint Etienne Chateaucreux,CH,CH,71.22
F15,rochefort,la rochelle,day,Rochefort → la Rochelle,FR,FR,26.84
F15,rochefort,la rochelle porte dauphine,day,Rochefort → la Rochelle Porte Dauphine,FR,FR,28.49
K59,rodange,longwy,day,Rodange → Longwy,FR,FR,6.81
555B,rodez,paris austerlitz,day,Rodez → Paris Austerlitz,FR,FR,498.39
P4,romans bourg de peage,briancon,day,Romans Bourg de Peage → Briancon,FR,FR,125.81
TER,romans bourg de peage,briancon,day,Romans Bourg de Peage → Briancon,CH,CH,125.59
P4,romans bourg de peage,die,day,Romans Bourg de Peage → Die,FR,FR,40.68
P4,romans bourg de peage,gap,day,Romans Bourg de Peage → Gap,FR,FR,97.94
P64,romans gare routiere,die,day,Romans → Die,FR,FR,40.55
S1,romanshorn,feuerthalen,day,Romanshorn → Feuerthalen,CH,CH,56.73
IC81,romanshorn,interlaken ost,day,Romanshorn → Interlaken Ost,CH,CH,150.07
SN,romanshorn,lichtensteig,day,Romanshorn → Lichtensteig,CH,CH,35.26
S7,romanshorn,rorschach,day,Romanshorn → Rorschach,CH,CH,13.56
S1,romanshorn,schaffhausen,day,Romanshorn → Schaffhausen,CH,CH,57.86
SN,romanshorn,wattwil,day,Romanshorn → Wattwil,CH,CH,36.88
S1,romanshorn,wil sg,day,Romanshorn → Wil Sg,CH,CH,27.88
SN,romanshorn,winterthur,day,Romanshorn → Winterthur,CH,CH,49.75
S23,romanshorn,zurich hb,day,Romanshorn → Zurich Hb,CH,CH,66.42
P942,romilly sur seine,troyes,day,Romilly Sur Seine → Troyes,FR,FR,34.73
S41,romont fr,lausanne,day,Romont Fr → Lausanne,CH,CH,29.2
R,romont fr,palezieux,day,Romont Fr → Palezieux,CH,CH,17.69
IC1,romont fr,st gallen,day,Romont Fr → St Gallen,CH,CH,203.1
R,romont fr,vevey,day,Romont Fr → Vevey,CH,CH,26.16
P9,romorantin blanc argent,salbris,day,Romorantin Blanc Argent → Salbris,FR,FR,24.48
P9,romorantin blanc argent,valencay,day,Romorantin Blanc Argent → Valencay,FR,FR,25.37
S25,rorschach,heiden,day,Rorschach → Heiden,CH,CH,4.27
S2,rorschach,nesslau neu st johann,day,Rorschach → Nesslau Neu St Johann,CH,CH,36.29
IC5,rorschach,renens vd,day,Rorschach → Renens Vd,CH,CH,245.29
IC5,rorschach,yverdon les bains,day,Rorschach → Yverdon les Bains,CH,CH,230.08
S25,rorschach hafen,heiden,day,Rorschach Hafen → Heiden,CH,CH,4.88
C24+,rothau,epinal,day,Rothau → Epinal,FR,FR,64.69
C24+,rothau,molsheim,day,Rothau → Molsheim,FR,FR,23.23
C24+,rothau,strasbourg,day,Rothau → Strasbourg,FR,FR,41.2
S,rothenbrunnen,landquart,day,Rothenbrunnen → Landquart,CH,CH,24.43
S1,rothenburg station,sursee,day,Rothenburg Station → Sursee,CH,CH,14.51
S26,rotkreuz,muri ag,day,Rotkreuz → Muri Ag,CH,CH,16.49
S26,rotkreuz,oberruti,day,Rotkreuz → Oberruti,CH,CH,3.32
S26,rotkreuz,olten,day,Rotkreuz → Olten,CH,CH,45.86
S1,rotkreuz,sursee,day,Rotkreuz → Sursee,CH,CH,25.36
RE,rottenburg neckar,stuttgart hbf,day,Rottenburg Neckar → Stuttgart,CH,CH,39.2
RB,rottenburg neckar,tubingen hbf,day,Rottenburg Neckar → Tubingen,CH,CH,10.05
NLRTA -> GBSPX,rotterdam centraal,st pancras international,day,Rotterdam Centraal → St Pancras International,NL,GB,319.52
K45,rouen rive droite,amiens,day,Rouen Rive Droite → Amiens,FR,FR,100.25
P11,rouen rive droite,dieppe,day,Rouen Rive Droite → Dieppe,FR,FR,52.62
P1,rouen rive droite,le havre,day,Rouen Rive Droite → le Havre,FR,FR,70.22
081C,rouen rive droite,marseille saint charles,day,Rouen Rive Droite → Marseille Saint Charles,FR,FR,758.09
P45,rouen rive droite,serqueux,day,Rouen Rive Droite → Serqueux,FR,FR,38.03
R,rougemont,montreux,day,Rougemont → Montreux,CH,CH,23.6
L16,royan,angouleme,day,Royan → Angouleme,FR,FR,91.89
L16,royan,bordeaux saint jean,day,Royan → Bordeaux Saint Jean,FR,FR,95.97
RB,rudersberg,schorndorf,day,Rudersberg → Schorndorf,CH,CH,8.31
RB,rudersberg oberndorf,schorndorf,day,Rudersberg Oberndorf → Schorndorf,CH,CH,9.44
C21,rumilly,annecy,day,Rumilly → Annecy,FR,FR,14.14
S26,rupperswil,olten,day,Rupperswil → Olten,CH,CH,17.47
R,s chanf,pontresina,day,S Chanf → Pontresina,CH,CH,14.99
C24+,saales,saint die des vosges,day,Saales → Saint Die des Vosges,FR,FR,13.99
TER,saales,strasbourg,day,Saales → Strasbourg,CH,CH,53.1
S55,sachseln,luzern,day,Sachseln → Luzern,CH,CH,20.66
R,sagliains,klosters platz,day,Sagliains → Klosters Platz,CH,CH,20.53
R,sagliains,st moritz,day,Sagliains → St Moritz,CH,CH,35.58
R,saignelegier,glovelier,day,Saignelegier → Glovelier,CH,CH,18.53
R,saignelegier,la chaux de fonds,day,Saignelegier → la Chaux de Fonds,CH,CH,21.53
R,saignelegier,le noirmont,day,Saignelegier → le Noirmont,CH,CH,4.51
R,saignelegier,les bois,day,Saignelegier → les Bois,CH,CH,10.91
L18,saillat chassenon,limoges benedictins,day,Saillat Chassenon → Limoges Benedictins,FR,FR,35.47
C19,sain bel,lyon saint paul,day,Sain Bel → Lyon Saint Paul,FR,FR,18.2
C19,sain bel,lyon saint paul la feuillee,day,Sain Bel → Lyon Saint Paul la Feuillee,FR,FR,18.25
P17,saint aignan noyers,tours,day,Saint Aignan Noyers → Tours,FR,FR,53.3
P132,saint amand montrond orval,bourges,day,Saint Amand Montrond Orval → Bourges,FR,FR,41.47
P23,saint amand montrond orval,montlucon,day,Saint Amand Montrond Orval → Montlucon,FR,FR,44.0
P7,saint amour,dijon,day,Saint Amour → Dijon,FR,FR,101.65
C6,saint andre le gaz,grenoble europole,day,Saint Andre le Gaz → Grenoble Europole,FR,FR,41.96
C6,saint andre le gaz,grenoble universites gieres,day,Saint Andre le Gaz → Grenoble Universites Gieres,FR,FR,44.86
C26,saint andre le gaz,lyon perrache,day,Saint Andre le Gaz → Lyon Perrache,FR,FR,58.84
K6,saint andre le gaz,lyon perrache gare routiere,day,Saint Andre le Gaz → Lyon Perrache,FR,FR,58.76
K1,saint brieuc,brest,day,Saint Brieuc → Brest,FR,FR,127.21
P13,saint brieuc,dinan,day,Saint Brieuc → Dinan,FR,FR,52.75
401A,saint brieuc,paris montparnasse hall 1 2,day,Saint Brieuc → Paris Montparnasse Hall 1 2,FR,FR,375.18
P3,saint brieuc,rennes,day,Saint Brieuc → Rennes,FR,FR,92.44
E15,saint claude,lyon part dieu gare routiere,day,Saint Claude → Lyon Part Dieu,FR,FR,103.96
C6,saint cyprien arenes,auch,day,Saint Cyprien Arenes → Auch,FR,FR,66.26
C6,saint cyprien arenes,l isle jourdain,day,Saint Cyprien Arenes → L Isle Jourdain,FR,FR,26.43
P57,saint denis pres martel,aurillac,day,Saint Denis Pres Martel → Aurillac,FR,FR,60.62
TER,saint die des vosges,epinal,day,Saint Die des Vosges → Epinal,CH,CH,39.28
TER,saint die des vosges,luneville,day,Saint Die des Vosges → Luneville,CH,CH,47.59
TER,saint die des vosges,nancy,day,Saint Die des Vosges → Nancy,CH,CH,72.88
C24+,saint die des vosges,rothau,day,Saint Die des Vosges → Rothau,FR,FR,27.47
TER,saint die des vosges,rothau,day,Saint Die des Vosges → Rothau,CH,CH,27.5
INCONNU,saint dizier,chaumont,day,Saint Dizier → Chaumont,FR,FR,60.81
K1,saint dizier,paris est,day,Saint Dizier → Paris Est,FR,FR,191.58
TER,saint dizier,reims,day,Saint Dizier → Reims,CH,CH,96.17
P28,saint etienne chateaucreux,bas monistrol,day,Saint Etienne Chateaucreux → Bas Monistrol,FR,FR,25.98
C20,saint etienne chateaucreux,boen,day,Saint Etienne Chateaucreux → Boen,FR,FR,45.18
P28,saint etienne chateaucreux,le puy en velay,day,Saint Etienne Chateaucreux → le Puy En Velay,FR,FR,59.67
C28,saint etienne chateaucreux,lyon perrache,day,Saint Etienne Chateaucreux → Lyon Perrache,FR,FR,47.44
C20,saint etienne chateaucreux,montbrison,day,Saint Etienne Chateaucreux → Montbrison,FR,FR,30.79
C30,saint etienne chateaucreux,roanne,day,Saint Etienne Chateaucreux → Roanne,FR,FR,71.23
C7,saint genies de malgoires,nimes centre,day,Saint Genies de Malgoires → Nimes Centre,FR,FR,17.83
P17,saint georges d aurac,langeac,day,Saint Georges D Aurac → Langeac,FR,FR,6.61
TER,saint germain des fosses,brioude,day,Saint Germain des Fosses → Brioude,CH,CH,101.11
C2,saint germain des fosses,clermont ferrand,day,Saint Germain des Fosses → Clermont Ferrand,FR,FR,54.22
TER,saint germain des fosses,clermont ferrand,day,Saint Germain des Fosses → Clermont Ferrand,CH,CH,54.22
C71,saint germain des fosses,issoire,day,Saint Germain des Fosses → Issoire,FR,FR,75.23
TER,saint germain des fosses,issoire,day,Saint Germain des Fosses → Issoire,CH,CH,75.21
C71,saint germain des fosses,vic le comte,day,Saint Germain des Fosses → Vic le Comte,FR,FR,62.94
TER,saint germain des fosses,vic le comte,day,Saint Germain des Fosses → Vic le Comte,CH,CH,62.94
P52,saint gervais les bains,chamonix mont blanc,day,Saint Gervais les Bains → Chamonix Mont Blanc,FR,FR,13.43
TER,saint gervais les bains,vallorcine f,day,Saint Gervais les Bains → Vallorcine F,CH,CH,22.91
C13,saint gervais les bains le fayet,annecy,day,Saint Gervais les Bains le Fayet → Annecy,FR,FR,44.84
E12,saint gervais les bains le fayet,chambery jacob bellecombette,day,Saint Gervais les Bains le Fayet → Chambery Jacob Bellecombette,FR,FR,72.62
C43,saint gervais les bains le fayet,cluses,day,Saint Gervais les Bains le Fayet → Cluses,FR,FR,19.52
E01,saint gervais les bains le fayet,grenoble,day,Saint Gervais les Bains le Fayet → Grenoble,FR,FR,110.47
C11,saint gilles croix de vie,nantes,day,Saint Gilles Croix de Vie → Nantes,FR,FR,65.39
P835,saint jean de bassel eglise,sarrebourg,day,Saint Jean de Bassel Eglise → Sarrebourg,FR,FR,8.58
P31,saint jean de maurienne arvan,modane,day,Saint Jean de Maurienne Arvan → Modane,FR,FR,25.6
P31,saint jean de maurienne arvan,saint pierre d albigny,day,Saint Jean de Maurienne Arvan → Saint Pierre D Albigny,FR,FR,34.76
INCONNU,saint just en chaussee,creil,day,Saint Just En Chaussee → Creil,FR,FR,26.83
C12,saint lo,caen,day,Saint Lo → Caen,FR,FR,55.09
TER,saint louis haut rhin,basel sbb,day,Saint Louis Haut Rhin → Basel Sbb,CH,CH,5.42
TER,saint louis haut rhin,mulhouse,day,Saint Louis Haut Rhin → Mulhouse,CH,CH,23.18
K3,saint malo,rennes,day,Saint Malo → Rennes,FR,FR,65.19
C11,saint marcellin,grenoble europole,day,Saint Marcellin → Grenoble Europole,FR,FR,30.85
C11,saint marcellin,grenoble universites gieres,day,Saint Marcellin → Grenoble Universites Gieres,FR,FR,36.34
F43,saint mariens saint yzan,bordeaux saint jean,day,Saint Mariens Saint Yzan → Bordeaux Saint Jean,FR,FR,37.16
L15,saint mariens saint yzan,saintes,day,Saint Mariens Saint Yzan → Saintes,FR,FR,70.05
411A,saint nazaire,paris montparnasse hall 1 2,day,Saint Nazaire → Paris Montparnasse Hall 1 2,FR,FR,378.45
K71,saint omer,lille flandres,day,Saint Omer → Lille Flandres,FR,FR,58.05
P31,saint pierre d albigny,epierre saint leger,day,Saint Pierre D Albigny → Epierre Saint Leger,FR,FR,15.4
P41,saint pierre d albigny,moutiers salins brides les b,day,Saint Pierre D Albigny → Moutiers Salins Brides les B,FR,FR,30.27
K16,saint pierre des corps,orleans,day,Saint Pierre des Corps → Orleans,FR,FR,105.78
P7,saint pierre des corps,vierzon,day,Saint Pierre des Corps → Vierzon,FR,FR,102.31
P53,saint pol sur ternoise,etaples le touquet,day,Saint Pol Sur Ternoise → Etaples le Touquet,FR,FR,51.65
P51,saint pol sur ternoise,lens,day,Saint Pol Sur Ternoise → Lens,FR,FR,35.06
C50,saint pol sur ternoise,lille flandres,day,Saint Pol Sur Ternoise → Lille Flandres,FR,FR,59.06
P16,saint priest,saint pierre de chandieu charmy,day,Saint Priest → Saint Pierre de Chandieu Charmy,FR,FR,8.21
K20,saint quentin,amiens,day,Saint Quentin → Amiens,FR,FR,71.09
P62,saint quentin,busigny,day,Saint Quentin → Busigny,FR,FR,24.63
K40,saint quentin,douai,day,Saint Quentin → Douai,FR,FR,60.93
P2,saint sulpice,rodez,day,Saint Sulpice → Rodez,FR,FR,97.14
L16,saintes,angouleme,day,Saintes → Angouleme,FR,FR,61.68
L15,saintes,bordeaux saint jean,day,Saintes → Bordeaux Saint Jean,FR,FR,102.73
D17,saintes,niort,day,Saintes → Niort,FR,FR,64.7
L16,saintes,royan,day,Saintes → Royan,FR,FR,33.86
P9,salbris,gievres,day,Salbris → Gievres,FR,FR,32.93
EXT,samedan,cinuos chel brail,day,Samedan → Cinuos Chel Brail,CH,CH,16.2
RE,samedan,klosters platz,day,Samedan → Klosters Platz,CH,CH,37.34
R,samedan,pontresina,day,Samedan → Pontresina,CH,CH,5.1
R,samedan,sagliains,day,Samedan → Sagliains,CH,CH,31.11
S40,samstagern,einsiedeln,day,Samstagern → Einsiedeln,CH,CH,8.28
S13,samstagern,wadenswil,day,Samstagern → Wadenswil,CH,CH,4.28
IR35,sargans,chur,day,Sargans → Chur,CH,CH,22.22
S4,sargans,herisau,day,Sargans → Herisau,CH,CH,40.48
RE,sargans,rorschach,day,Sargans → Rorschach,CH,CH,48.37
S17,sargans,ziegelbrucke,day,Sargans → Ziegelbrucke,CH,CH,30.95
L34,sarlat,perigueux,day,Sarlat → Perigueux,FR,FR,53.04
P818,sarralbe centre,diemeringen,day,Sarralbe Centre → Diemeringen,FR,FR,13.11
P833,sarralbe centre,sarreguemines,day,Sarralbe Centre → Sarreguemines,FR,FR,12.45
P818,sarre union,diemeringen,day,Sarre Union → Diemeringen,FR,FR,7.3
P833,sarre union,keskastel gare,day,Sarre Union → Keskastel,FR,FR,4.25
P833,sarre union,sarreguemines,day,Sarre Union → Sarreguemines,FR,FR,19.09
P835,sarrebourg,loudrefing rue principale,day,Sarrebourg → Loudrefing Rue Principale,FR,FR,18.01
P54,sarrebourg,metz,day,Sarrebourg → Metz,FR,FR,76.16
TER,sarrebourg,metz ville,day,Sarrebourg → Metz Ville,CH,CH,76.03
C33,sarrebourg,selestat,day,Sarrebourg → Selestat,FR,FR,60.46
TER,sarrebourg,selestat,day,Sarrebourg → Selestat,CH,CH,60.49
P835,sarrebourg hopital,fenetrange gendarmerie,day,Sarrebourg Hopital → Fenetrange Gendarmerie,FR,FR,12.85
P835,sarrebourg lp messmer,fenetrange gendarmerie,day,Sarrebourg Lp Messmer → Fenetrange Gendarmerie,FR,FR,12.51
P836,sarrebourg lp messmer,igney mairie,day,Sarrebourg Lp Messmer → Igney Mairie,FR,FR,22.27
P835,sarrebourg lp messmer,loudrefing rue principale,day,Sarrebourg Lp Messmer → Loudrefing Rue Principale,FR,FR,19.13
P835,sarrebourg lp messmer,saint jean de bassel eglise,day,Sarrebourg Lp Messmer → Saint Jean de Bassel Eglise,FR,FR,9.49
P835,sarrebourg place mathey,saint jean de bassel eglise,day,Sarrebourg Place Mathey → Saint Jean de Bassel Eglise,FR,FR,8.86
P833,sarrebourg place mathey,sarreguemines,day,Sarrebourg Place Mathey → Sarreguemines,FR,FR,41.21
C52,sarrebruck,forbach,day,Sarrebruck → Forbach,FR,FR,8.69
P53,sarreguemines,bening les saint avold,day,Sarreguemines → Bening les Saint Avold,FR,FR,17.8
P34,sarreguemines,krimmeri meinau,day,Sarreguemines → Krimmeri Meinau,FR,FR,78.5
TER,sarreguemines,krimmeri meinau,day,Sarreguemines → Krimmeri Meinau,CH,CH,78.52
C53,sarreguemines,metz,day,Sarreguemines → Metz,FR,FR,64.9
TER,sarreguemines,metz ville,day,Sarreguemines → Metz Ville,CH,CH,64.8
P833,sarreguemines,sarrebourg,day,Sarreguemines → Sarrebourg,FR,FR,41.08
T34,sarreguemines,sarrebruck,day,Sarreguemines → Sarrebruck,FR,FR,15.89
TER,sarreguemines,strasbourg,day,Sarreguemines → Strasbourg,CH,CH,75.86
P53,sarreguemines barth,loupershouse centre,day,Sarreguemines Barth → Loupershouse Centre,FR,FR,10.19
P53,sarreguemines college himmelsberg,hundling stade,day,Sarreguemines College Himmelsberg → Hundling Stade,FR,FR,5.19
P53,sarreguemines lycee technique,loupershouse centre,day,Sarreguemines Lycee Technique → Loupershouse Centre,FR,FR,12.63
P65,saumur,bressuire,day,Saumur → Bressuire,FR,FR,57.69
P75,saumur,les sables d olonne,day,Saumur → les Sables D Olonne,FR,FR,155.54
P1,saumur,nantes,day,Saumur → Nantes,FR,FR,111.17
P101,saumur,saint pierre des corps,day,Saumur → Saint Pierre des Corps,FR,FR,61.31
C42,savenay,ancenis,day,Savenay → Ancenis,FR,FR,58.25
C2,savenay,nantes,day,Savenay → Nantes,FR,FR,34.61
P813,saverne,frohmuhl lavoir,day,Saverne → Frohmuhl Lavoir,FR,FR,19.1
P816,saverne,griesbach le bastberg eglise,day,Saverne → Griesbach le Bastberg Eglise,FR,FR,9.45
P816,saverne,haguenau arret ritmo moulin neuf,day,Saverne → Haguenau Arret Ritmo Moulin Neuf,FR,FR,31.67
P816,saverne,obermodern,day,Saverne → Obermodern,FR,FR,17.4
P813,saverne haut barr,frohmuhl lavoir,day,Saverne Haut Barr → Frohmuhl Lavoir,FR,FR,20.29
P813,saverne lycee verne,frohmuhl lavoir,day,Saverne Lycee Verne → Frohmuhl Lavoir,FR,FR,20.26
P813,saverne place des dragons,frohmuhl lavoir,day,Saverne Place des Dragons → Frohmuhl Lavoir,FR,FR,19.62
S2,schaan vaduz,buchs sg,day,Schaan Vaduz → Buchs Sg,CH,CH,2.2
S1,schaffhausen,altnau,day,Schaffhausen → Altnau,CH,CH,48.18
S9,schaffhausen,dubendorf,day,Schaffhausen → Dubendorf,CH,CH,33.17
S33,schaffhausen,henggart,day,Schaffhausen → Henggart,CH,CH,15.41
S1,schaffhausen,st gallen,day,Schaffhausen → St Gallen,CH,CH,63.21
S1,schaffhausen,stein am rhein,day,Schaffhausen → Stein Am Rhein,CH,CH,17.29
S24,schaffhausen,thalwil,day,Schaffhausen → Thalwil,CH,CH,45.02
S24,schaffhausen,thayngen,day,Schaffhausen → Thayngen,CH,CH,7.44
S9,schaffhausen,uster,day,Schaffhausen → Uster,CH,CH,39.22
S12,schaffhausen,winterthur,day,Schaffhausen → Winterthur,CH,CH,23.05
S24,schaffhausen,zug,day,Schaffhausen → Zug,CH,CH,59.0
S24,schaffhausen,zurich flughafen,day,Schaffhausen → Zurich Flughafen,CH,CH,28.07
S24,schaffhausen,zurich wipkingen,day,Schaffhausen → Zurich Wipkingen,CH,CH,34.82
S2,schiers,chur,day,Schiers → Chur,CH,CH,17.59
S2,schiers,landquart,day,Schiers → Landquart,CH,CH,10.17
S2,schiers,rhazuns,day,Schiers → Rhazuns,CH,CH,28.84
C24+,schirmeck la broque,schirmeck cite scolaire,day,Schirmeck la Broque → Schirmeck Cite Scolaire,FR,FR,1.17
S5,schlieren,rapperswil sg,day,Schlieren → Rapperswil Sg,CH,CH,33.94
S5,schlieren,zurich hb,day,Schlieren → Zurich Hb,CH,CH,7.38
S14,schoftland,aarau,day,Schoftland → Aarau,CH,CH,9.51
S5,schopfheim,weil am rhein,day,Schopfheim → Weil Am Rhein,CH,CH,17.14
RE,schupfheim,bern,day,Schupfheim → Bern,CH,CH,43.72
S6,schwanden gl,nafels mollis,day,Schwanden Gl → Nafels Mollis,CH,CH,11.34
S6,schwarzenburg,bern,day,Schwarzenburg → Bern,CH,CH,16.18
CC,schynige platte,wilderswil,day,Schynige Platte → Wilderswil,CH,CH,3.52
R,scuol tarasp,klosters platz,day,Scuol Tarasp → Klosters Platz,CH,CH,32.01
R,scuol tarasp,pontresina,day,Scuol Tarasp → Pontresina,CH,CH,44.99
R,scuol tarasp,samedan,day,Scuol Tarasp → Samedan,CH,CH,42.81
R,scuol tarasp,st moritz,day,Scuol Tarasp → St Moritz,CH,CH,47.06
R,scuol tarasp,susch,day,Scuol Tarasp → Susch,CH,CH,16.46
C70+,sedan,champagne ardenne tgv,day,Sedan → Champagne Ardenne Tgv,FR,FR,86.18
TER,sedan,champagne ardenne tgv,day,Sedan → Champagne Ardenne Tgv,CH,CH,86.22
801A,sedan,paris est,day,Sedan → Paris Est,FR,FR,207.54
R,sedrun,dieni,day,Sedrun → Dieni,CH,CH,2.4
C23+,selestat,barr,day,Selestat → Barr,FR,FR,16.01
TER,selestat,barr,day,Selestat → Barr,CH,CH,15.94
C33,selestat,mommenheim,day,Selestat → Mommenheim,FR,FR,57.08
TER,selestat,mommenheim,day,Selestat → Mommenheim,CH,CH,57.01
C20+,selestat,mulhouse,day,Selestat → Mulhouse,FR,FR,57.98
P810,selestat,riquewihr poste,day,Selestat → Riquewihr Poste,FR,FR,14.89
P811,selestat,saint die des vosges,day,Selestat → Saint Die des Vosges,FR,FR,36.69
P811,selestat,sainte marie aux mines cite scolaire,day,Selestat → Sainte Marie Aux Mines Cite Scolaire,FR,FR,20.37
C33,selestat,saverne,day,Selestat → Saverne,FR,FR,54.22
TER,selestat,saverne,day,Selestat → Saverne,CH,CH,54.21
P811,selestat,ste marie aux ms p de gaulle,day,Selestat → Ste Marie Aux Ms P de Gaulle,FR,FR,19.83
TER,selestat,strasbourg,day,Selestat → Strasbourg,CH,CH,42.06
P811,selestat schweisguth,ste marie aux ms p de gaulle,day,Selestat Schweisguth → Ste Marie Aux Ms P de Gaulle,FR,FR,20.36
S20,selzach,biel bienne,day,Selzach → Biel Bienne,CH,CH,17.83
R,sembrancher,le chable vs,day,Sembrancher → le Chable Vs,CH,CH,5.33
S11,sennhof kyburg,lenzburg,day,Sennhof Kyburg → Lenzburg,CH,CH,45.13
P15,serezin,communay,day,Serezin → Communay,FR,FR,3.37
C2,serquigny,evreux normandie,day,Serquigny → Evreux Normandie,FR,FR,32.88
RE,sesto s giovanni,cadenazzo,day,Sesto S Giovanni → Cadenazzo,CH,CH,71.81
RE,sesto s giovanni,locarno,day,Sesto S Giovanni → Locarno,CH,CH,77.97
RE,sesto s giovanni,lugano,day,Sesto S Giovanni → Lugano,CH,CH,56.4
C10,sete,lunel,day,Sete → Lunel,FR,FR,45.89
C8,sete,nimes centre,day,Sete → Nimes Centre,FR,FR,71.27
P77,seurre,louhans,day,Seurre → Louhans,FR,FR,40.95
P77,seurre,saint bonnet en bresse,day,Seurre → Saint Bonnet En Bresse,FR,FR,15.78
S11,seuzach,lenzburg,day,Seuzach → Lenzburg,CH,CH,45.66
S27,siebnen wangen,ziegelbrucke,day,Siebnen Wangen → Ziegelbrucke,CH,CH,13.11
RB,sigmaringen,albstadt ebingen,day,Sigmaringen → Albstadt Ebingen,CH,CH,19.93
RB,sigmaringen,aulendorf,day,Sigmaringen → Aulendorf,CH,CH,34.75
RE,sigmaringen,herbertingen,day,Sigmaringen → Herbertingen,CH,CH,14.5
RE,sigmaringen,herrlingen,day,Sigmaringen → Herrlingen,CH,CH,62.1
RB,sigmaringen,mengen,day,Sigmaringen → Mengen,CH,CH,9.3
