route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country
SN,stafa,zollikon,night,Stafa → Zollikon,CH,CH
SN,uetikon,zurich stadelhofen,night,Uetikon → Zurich Stadelhofen,CH,CH
SN,bassersdorf,zollikon,night,Bassersdorf → Zollikon,CH,CH
SN,bassersdorf,erlenbach zh,night,Bassersdorf → Erlenbach Zh,CH,CH
SN,pfaffikon sz,ruschlikon,night,Pfaffikon Sz → Ruschlikon,CH,CH
SN,effretikon,ruschlikon,night,Effretikon → Ruschlikon,CH,CH
SN,rapperswil sg,horgen,night,Rapperswil Sg → Horgen,CH,CH
SN,pfaffikon zh,zurich enge,night,Pfaffikon Zh → Zurich Enge,CH,CH
SN,lachen sz,oberrieden,night,Lachen Sz → Oberrieden,CH,CH
SN,uster,glattbrugg,night,Uster → Glattbrugg,CH,CH
SN,bulach,stettbach,night,Bulach → Stettbach,CH,CH
SN,olten,sempach neuenkirch,night,Olten → Sempach Neuenkirch,CH,CH
SN,lausanne,essert pittet,night,Lausanne → Essert Pittet,CH,CH
SN,lausanne,eclepens,night,Lausanne → Eclepens,CH,CH
SN,lausanne,cossonay penthalaz,night,Lausanne → Cossonay Penthalaz,CH,CH
SN,allaman,lausanne,night,Allaman → Lausanne,CH,CH
SN,allaman,morges,night,Allaman → Morges,CH,CH
SN,st maurice,burier,night,St Maurice → Burier,CH,CH
SN,lausanne,le day,night,Lausanne → le Day,CH,CH
SN,lausanne,renens vd,night,Lausanne → Renens Vd,CH,CH
SN,vallorbe,prilly malley,night,Vallorbe → Prilly Malley,CH,CH
SN,vallorbe,la sarraz,night,Vallorbe → la Sarraz,CH,CH
SN,palezieux,lausanne,night,Palezieux → Lausanne,CH,CH
SN,grandson,bussigny,night,Grandson → Bussigny,CH,CH
SN,murten morat,lucens,night,Murten Morat → Lucens,CH,CH
SN,payerne,moreillon,night,Payerne → Moreillon,CH,CH
SN,lausanne,chatillens,night,Lausanne → Chatillens,CH,CH
SN,lausanne,vauderens,night,Lausanne → Vauderens,CH,CH
SN,villeneuve vd,rivaz,night,Villeneuve Vd → Rivaz,CH,CH
S30,payerne,yverdon les bains,night,Payerne → Yverdon les Bains,CH,CH
S30,payerne,fribourg freiburg,night,Payerne → Fribourg Freiburg,CH,CH
S30,fribourg freiburg,estavayer le lac,night,Fribourg Freiburg → Estavayer le Lac,CH,CH
S30,yverdon les bains,grolley,night,Yverdon les Bains → Grolley,CH,CH
S30,payerne,givisiez,night,Payerne → Givisiez,CH,CH
S30,givisiez,cheyres,night,Givisiez → Cheyres,CH,CH
R,le day,vallorbe,night,le Day → Vallorbe,CH,CH
S25,pfaffikon sz,reichenburg,night,Pfaffikon Sz → Reichenburg,CH,CH
S6,regensdorf watt,baden,night,Regensdorf Watt → Baden,CH,CH
S25,zurich hb,reichenburg,night,Zurich Hb → Reichenburg,CH,CH
S6,regensdorf watt,wettingen,night,Regensdorf Watt → Wettingen,CH,CH
R,payerne,la conversion,night,Payerne → la Conversion,CH,CH
R,lausanne,lucens,night,Lausanne → Lucens,CH,CH
R,payerne,palezieux,night,Payerne → Palezieux,CH,CH
S90,bellinzona,lugano,night,Bellinzona → Lugano,CH,CH
S90,giubiasco,lugano,night,Giubiasco → Lugano,CH,CH
S,schaffhausen,bulach,night,Schaffhausen → Bulach,CH,CH
S,rapperswil sg,stettbach,night,Rapperswil Sg → Stettbach,CH,CH
S,rafz,zurich oerlikon,night,Rafz → Zurich Oerlikon,CH,CH
S,rafz,zurich hb,night,Rafz → Zurich Hb,CH,CH
S1,basel sbb,stein sackingen,night,Basel Sbb → Stein Sackingen,CH,CH
S1,frick,pratteln,night,Frick → Pratteln,CH,CH
S1,brugg ag,frick,night,Brugg Ag → Frick,CH,CH
S3,basel sbb,gelterkinden,night,Basel Sbb → Gelterkinden,CH,CH
S3,basel sbb,tecknau,night,Basel Sbb → Tecknau,CH,CH
S3,basel sbb,laufen,night,Basel Sbb → Laufen,CH,CH
S1,laufenburg,stein sackingen,night,Laufenburg → Stein Sackingen,CH,CH
S1,laufenburg,muttenz,night,Laufenburg → Muttenz,CH,CH
S32,sissach,basel sbb,night,Sissach → Basel Sbb,CH,CH
S9,trimbach,sissach,night,Trimbach → Sissach,CH,CH
S9,olten,sissach,night,Olten → Sissach,CH,CH
S1,brugg ag,pratteln salina raurica,night,Brugg Ag → Pratteln Salina Raurica,CH,CH
S1,frick,basel sbb,night,Frick → Basel Sbb,CH,CH
S1,basel sbb,pratteln,night,Basel Sbb → Pratteln,CH,CH
S1,laufenburg,basel sbb,night,Laufenburg → Basel Sbb,CH,CH
S3,olten,muttenz,night,Olten → Muttenz,CH,CH
S3,lausen,basel sbb,night,Lausen → Basel Sbb,CH,CH
S3,laufen,muttenz,night,Laufen → Muttenz,CH,CH
S3,aesch bl,lausen,night,Aesch Bl → Lausen,CH,CH
S3,olten,basel dreispitz,night,Olten → Basel Dreispitz,CH,CH
S3,laufen,basel st jakob,night,Laufen → Basel St Jakob,CH,CH
S3,basel sbb,frenkendorf fullinsdorf,night,Basel Sbb → Frenkendorf Fullinsdorf,CH,CH
S3,laufen,munchenstein,night,Laufen → Munchenstein,CH,CH
S3,aesch bl,basel sbb,night,Aesch Bl → Basel Sbb,CH,CH
R,vallorbe,le sentier l orient,night,Vallorbe → le Sentier L Orient,CH,CH
R,vallorbe,le pont,night,Vallorbe → le Pont,CH,CH
R,le day,chez le maitre ecoles,night,le Day → Chez le Maitre Ecoles,CH,CH
R,le day,le pont,night,le Day → le Pont,CH,CH
R,le brassus,le pont,night,le Brassus → le Pont,CH,CH
S33,basel sbb,liestal,night,Basel Sbb → Liestal,CH,CH
S6,zurich tiefenbrunnen,uetikon,night,Zurich Tiefenbrunnen → Uetikon,CH,CH
S9,sissach,laufelfingen,night,Sissach → Laufelfingen,CH,CH
S,zurich hb,zurich flughafen,night,Zurich Hb → Zurich Flughafen,CH,CH
S,winterthur,zurich flughafen,night,Winterthur → Zurich Flughafen,CH,CH
S,zurich flughafen,effretikon,night,Zurich Flughafen → Effretikon,CH,CH
S,schaffhausen,winterthur,night,Schaffhausen → Winterthur,CH,CH
S24,weinfelden,oberwinterthur,night,Weinfelden → Oberwinterthur,CH,CH
TER,morteau,la chaux de fonds,night,Morteau → la Chaux de Fonds,CH,CH
RE,neuchatel,pontarlier,night,Neuchatel → Pontarlier,CH,CH
RE,bern,pontarlier,night,Bern → Pontarlier,CH,CH
RE,neuchatel,bern,night,Neuchatel → Bern,CH,CH
TER,labergement sainte marie,vallorbe,night,Labergement Sainte Marie → Vallorbe,CH,CH
TER,frasne,vallorbe,night,Frasne → Vallorbe,CH,CH
S2,ziegelbrucke,wadenswil,night,Ziegelbrucke → Wadenswil,CH,CH
S2,pfaffikon sz,zurich flughafen,night,Pfaffikon Sz → Zurich Flughafen,CH,CH
S2,ziegelbrucke,zurich enge,night,Ziegelbrucke → Zurich Enge,CH,CH
S2,zurich flughafen,wadenswil,night,Zurich Flughafen → Wadenswil,CH,CH
S3,effretikon,wetzikon zh,night,Effretikon → Wetzikon Zh,CH,CH
S3,hinwil,zurich stadelhofen,night,Hinwil → Zurich Stadelhofen,CH,CH
S3,zurich hb,wetzikon zh,night,Zurich Hb → Wetzikon Zh,CH,CH
S3,zurich hardbrucke,kempten,night,Zurich Hardbrucke → Kempten,CH,CH
S3,bulach,effretikon,night,Bulach → Effretikon,CH,CH
RE,vevey,geneve,night,Vevey → Geneve,CH,CH
RE,vevey,coppet,night,Vevey → Coppet,CH,CH
RE,vevey,nyon,night,Vevey → Nyon,CH,CH
RE,vevey,renens vd,night,Vevey → Renens Vd,CH,CH
RE,morges,geneve,night,Morges → Geneve,CH,CH
RE,coppet,lausanne,night,Coppet → Lausanne,CH,CH
RE,geneve,coppet,night,Geneve → Coppet,CH,CH
RE,nyon,lausanne,night,Nyon → Lausanne,CH,CH
RE,vevey,versoix,night,Vevey → Versoix,CH,CH
RE,lausanne,lancy pont rouge,night,Lausanne → Lancy Pont Rouge,CH,CH
RE,annemasse,gland,night,Annemasse → Gland,CH,CH
RE,st maurice,allaman,night,St Maurice → Allaman,CH,CH
RE,villeneuve vd,nyon,night,Villeneuve Vd → Nyon,CH,CH
RE,st maurice,morges,night,St Maurice → Morges,CH,CH
RE,geneve aeroport,coppet,night,Geneve Aeroport → Coppet,CH,CH
RE,geneve aeroport,morges,night,Geneve Aeroport → Morges,CH,CH
RE,lausanne,vevey,night,Lausanne → Vevey,CH,CH
RE,geneve,annemasse,night,Geneve → Annemasse,CH,CH
RE,martigny,morges,night,Martigny → Morges,CH,CH
RE,martigny,renens vd,night,Martigny → Renens Vd,CH,CH
RE,geneve aeroport,prilly malley,night,Geneve Aeroport → Prilly Malley,CH,CH
RE,sion,lausanne,night,Sion → Lausanne,CH,CH
R,lancy pont rouge,annemasse,night,Lancy Pont Rouge → Annemasse,CH,CH
S5,zurich hb,rapperswil sg,night,Zurich Hb → Rapperswil Sg,CH,CH
S5,zurich hb,mettmenstetten,night,Zurich Hb → Mettmenstetten,CH,CH
S5,zurich hb,affoltern am albis,night,Zurich Hb → Affoltern Am Albis,CH,CH
S5,zug,urdorf weihermatt,night,Zug → Urdorf Weihermatt,CH,CH
S5,rapperswil sg,zurich altstetten,night,Rapperswil Sg → Zurich Altstetten,CH,CH
S5,schlieren,jona,night,Schlieren → Jona,CH,CH
S5,wetzikon zh,bonstetten wettswil,night,Wetzikon Zh → Bonstetten Wettswil,CH,CH
S5,schlieren,zurich hb,night,Schlieren → Zurich Hb,CH,CH
S6,regensdorf watt,zurich tiefenbrunnen,night,Regensdorf Watt → Zurich Tiefenbrunnen,CH,CH
S6,baden,zurich oerlikon,night,Baden → Zurich Oerlikon,CH,CH
S6,zurich hardbrucke,herrliberg feldmeilen,night,Zurich Hardbrucke → Herrliberg Feldmeilen,CH,CH
S6,kusnacht zh,zurich affoltern,night,Kusnacht Zh → Zurich Affoltern,CH,CH
S6,kusnacht zh,zurich hb,night,Kusnacht Zh → Zurich Hb,CH,CH
S6,wettingen,zurich hardbrucke,night,Wettingen → Zurich Hardbrucke,CH,CH
S6,kusnacht zh,buchs dallikon,night,Kusnacht Zh → Buchs Dallikon,CH,CH
S6,kusnacht zh,regensdorf watt,night,Kusnacht Zh → Regensdorf Watt,CH,CH
S6,regensdorf watt,kusnacht goldbach,night,Regensdorf Watt → Kusnacht Goldbach,CH,CH
S6,zurich hb,zurich tiefenbrunnen,night,Zurich Hb → Zurich Tiefenbrunnen,CH,CH
S7,zurich tiefenbrunnen,effretikon,night,Zurich Tiefenbrunnen → Effretikon,CH,CH
S7,zurich tiefenbrunnen,winterthur,night,Zurich Tiefenbrunnen → Winterthur,CH,CH
S7,winterthur,zurich stadelhofen,night,Winterthur → Zurich Stadelhofen,CH,CH
S7,winterthur,uetikon,night,Winterthur → Uetikon,CH,CH
S7,winterthur,meilen,night,Winterthur → Meilen,CH,CH
S7,rapperswil sg,zurich stadelhofen,night,Rapperswil Sg → Zurich Stadelhofen,CH,CH
S7,stafa,kloten balsberg,night,Stafa → Kloten Balsberg,CH,CH
S7,uetikon,bassersdorf,night,Uetikon → Bassersdorf,CH,CH
S7,uetikon,kemptthal,night,Uetikon → Kemptthal,CH,CH
S7,stafa,bassersdorf,night,Stafa → Bassersdorf,CH,CH
S8,zurich hb,au zh,night,Zurich Hb → Au Zh,CH,CH
S8,rapperswil sg,oberrieden,night,Rapperswil Sg → Oberrieden,CH,CH
S8,winterthur,kilchberg zh,night,Winterthur → Kilchberg Zh,CH,CH
S8,ziegelbrucke,bach sz,night,Ziegelbrucke → Bach Sz,CH,CH
S9,zurich hb,eglisau,night,Zurich Hb → Eglisau,CH,CH
S9,zurich hb,uster,night,Zurich Hb → Uster,CH,CH
S9,jestetten,rumlang,night,Jestetten → Rumlang,CH,CH
S9,uster,oberglatt zh,night,Uster → Oberglatt Zh,CH,CH
S9,dubendorf,niederglatt zh,night,Dubendorf → Niederglatt Zh,CH,CH
S9,dubendorf,zurich hb,night,Dubendorf → Zurich Hb,CH,CH
S,oberwinterthur,zurich hb,night,Oberwinterthur → Zurich Hb,CH,CH
S42,muri ag,zurich hb,night,Muri Ag → Zurich Hb,CH,CH
S,zurich hb,bubikon,night,Zurich Hb → Bubikon,CH,CH
S11,zurich hb,othmarsingen,night,Zurich Hb → Othmarsingen,CH,CH
S11,winterthur,seuzach,night,Winterthur → Seuzach,CH,CH
S11,winterthur,wila,night,Winterthur → Wila,CH,CH
S11,winterthur,sennhof kyburg,night,Winterthur → Sennhof Kyburg,CH,CH
S11,seuzach,zurich altstetten,night,Seuzach → Zurich Altstetten,CH,CH
S11,winterthur,killwangen spreitenbach,night,Winterthur → Killwangen Spreitenbach,CH,CH
S11,aarau,schlieren,night,Aarau → Schlieren,CH,CH
S11,lenzburg,zurich hardbrucke,night,Lenzburg → Zurich Hardbrucke,CH,CH
S11,wila,stettbach,night,Wila → Stettbach,CH,CH
S11,winterthur seen,glanzenberg,night,Winterthur Seen → Glanzenberg,CH,CH
S11,winterthur seen,zurich hb,night,Winterthur Seen → Zurich Hb,CH,CH
S11,aarau,zurich altstetten,night,Aarau → Zurich Altstetten,CH,CH
S11,zurich hb,sennhof kyburg,night,Zurich Hb → Sennhof Kyburg,CH,CH
S11,sennhof kyburg,schlieren,night,Sennhof Kyburg → Schlieren,CH,CH
S12,zurich hb,baden,night,Zurich Hb → Baden,CH,CH
S12,winterthur,sirnach,night,Winterthur → Sirnach,CH,CH
S12,brugg ag,zurich altstetten,night,Brugg Ag → Zurich Altstetten,CH,CH
S12,winterthur,dietikon,night,Winterthur → Dietikon,CH,CH
S12,wil sg,winterthur gruze,night,Wil Sg → Winterthur Gruze,CH,CH
S12,brugg ag,zurich hardbrucke,night,Brugg Ag → Zurich Hardbrucke,CH,CH
S12,schaffhausen,stettbach,night,Schaffhausen → Stettbach,CH,CH
S12,dachsen,zurich hardbrucke,night,Dachsen → Zurich Hardbrucke,CH,CH
S12,dachsen,winterthur,night,Dachsen → Winterthur,CH,CH
S14,rapperswil sg,dubendorf,night,Rapperswil Sg → Dubendorf,CH,CH
S14,zurich hb,hinwil,night,Zurich Hb → Hinwil,CH,CH
S14,affoltern am albis,wallisellen,night,Affoltern Am Albis → Wallisellen,CH,CH
S14,hinwil,zurich altstetten,night,Hinwil → Zurich Altstetten,CH,CH
S14,zurich altstetten,wetzikon zh,night,Zurich Altstetten → Wetzikon Zh,CH,CH
S14,hinwil,zurich oerlikon,night,Hinwil → Zurich Oerlikon,CH,CH
S14,zurich oerlikon,wetzikon zh,night,Zurich Oerlikon → Wetzikon Zh,CH,CH
S14,hinwil,wetzikon zh,night,Hinwil → Wetzikon Zh,CH,CH
S15,oberglatt zh,niederweningen,night,Oberglatt Zh → Niederweningen,CH,CH
S15,rapperswil sg,zurich oerlikon,night,Rapperswil Sg → Zurich Oerlikon,CH,CH
S15,zurich hb,schofflisdorf oberweningen,night,Zurich Hb → Schofflisdorf Oberweningen,CH,CH
S15,niederweningen,zurich oerlikon,night,Niederweningen → Zurich Oerlikon,CH,CH
S15,oberglatt zh,bubikon,night,Oberglatt Zh → Bubikon,CH,CH
S15,wetzikon zh,niederhasli,night,Wetzikon Zh → Niederhasli,CH,CH
S15,oberglatt zh,zurich hb,night,Oberglatt Zh → Zurich Hb,CH,CH
S16,rapperswil sg,winkel am zurichsee,night,Rapperswil Sg → Winkel Am Zurichsee,CH,CH
S16,zurich hb,herrliberg feldmeilen,night,Zurich Hb → Herrliberg Feldmeilen,CH,CH
S16,zurich tiefenbrunnen,herrliberg feldmeilen,night,Zurich Tiefenbrunnen → Herrliberg Feldmeilen,CH,CH
S16,meilen,zurich tiefenbrunnen,night,Meilen → Zurich Tiefenbrunnen,CH,CH
S16,zurich flughafen,erlenbach zh,night,Zurich Flughafen → Erlenbach Zh,CH,CH
S16,herrliberg feldmeilen,zurich oerlikon,night,Herrliberg Feldmeilen → Zurich Oerlikon,CH,CH
S19,dietikon,pfaffikon zh,night,Dietikon → Pfaffikon Zh,CH,CH
S19,koblenz,zurich hb,night,Koblenz → Zurich Hb,CH,CH
S19,pfaffikon zh,baden,night,Pfaffikon Zh → Baden,CH,CH
S19,dietikon,effretikon,night,Dietikon → Effretikon,CH,CH
S19,effretikon,turgi,night,Effretikon → Turgi,CH,CH
S19,effretikon,dottingen,night,Effretikon → Dottingen,CH,CH
S19,effretikon,zurich hb,night,Effretikon → Zurich Hb,CH,CH
S20,uerikon,zurich hardbrucke,night,Uerikon → Zurich Hardbrucke,CH,CH
S21,zurich hb,regensdorf watt,night,Zurich Hb → Regensdorf Watt,CH,CH
S,ziegelbrucke,lachen sz,night,Ziegelbrucke → Lachen Sz,CH,CH
S33,schaffhausen,henggart,night,Schaffhausen → Henggart,CH,CH
S24,winterthur,marstetten,night,Winterthur → Marstetten,CH,CH
S24,zurich hb,baar,night,Zurich Hb → Baar,CH,CH
S24,zurich hb,neuhausen,night,Zurich Hb → Neuhausen,CH,CH
S24,zurich hb,andelfingen,night,Zurich Hb → Andelfingen,CH,CH
S24,winterthur,zurich enge,night,Winterthur → Zurich Enge,CH,CH
S24,zug,zurich wiedikon,night,Zug → Zurich Wiedikon,CH,CH
S24,zurich wipkingen,rickenbach attikon,night,Zurich Wipkingen → Rickenbach Attikon,CH,CH
S24,thalwil,zurich flughafen,night,Thalwil → Zurich Flughafen,CH,CH
S24,schaffhausen,zurich wipkingen,night,Schaffhausen → Zurich Wipkingen,CH,CH
S24,zurich oerlikon,oberrieden dorf,night,Zurich Oerlikon → Oberrieden Dorf,CH,CH
S24,andelfingen,zurich wiedikon,night,Andelfingen → Zurich Wiedikon,CH,CH
S24,zurich wipkingen,effretikon,night,Zurich Wipkingen → Effretikon,CH,CH
S24,effretikon,kilchberg zh,night,Effretikon → Kilchberg Zh,CH,CH
S25,ziegelbrucke,luchsingen hatzingen,night,Ziegelbrucke → Luchsingen Hatzingen,CH,CH
S25,nafels mollis,diesbach betschwanden,night,Nafels Mollis → Diesbach Betschwanden,CH,CH
S25,pfaffikon sz,glarus,night,Pfaffikon Sz → Glarus,CH,CH
S25,lachen sz,mitlodi,night,Lachen Sz → Mitlodi,CH,CH
S25,pfaffikon sz,ziegelbrucke,night,Pfaffikon Sz → Ziegelbrucke,CH,CH
S25,linthal,ennenda,night,Linthal → Ennenda,CH,CH
S25,ziegelbrucke,zurich hb,night,Ziegelbrucke → Zurich Hb,CH,CH
S25,zurich hb,ennenda,night,Zurich Hb → Ennenda,CH,CH
S25,lachen sz,nidfurn haslen,night,Lachen Sz → Nidfurn Haslen,CH,CH
S25,lachen sz,schwanden gl,night,Lachen Sz → Schwanden Gl,CH,CH
S24,schaffhausen,thayngen,night,Schaffhausen → Thayngen,CH,CH
S27,koblenz,waldshut,night,Koblenz → Waldshut,CH,CH
S27,baden,waldshut,night,Baden → Waldshut,CH,CH
S27,waldshut,wettingen,night,Waldshut → Wettingen,CH,CH
S27,waldshut,turgi,night,Waldshut → Turgi,CH,CH
S24,zurich flughafen,frauenfeld,night,Zurich Flughafen → Frauenfeld,CH,CH
S24,schaffhausen,zurich flughafen,night,Schaffhausen → Zurich Flughafen,CH,CH
S1,ebikon,zug chollermuli,night,Ebikon → Zug Chollermuli,CH,CH
S1,rotkreuz,zug,night,Rotkreuz → Zug,CH,CH
S1,zug,root d4,night,Zug → Root D4,CH,CH
S1,zug,baar,night,Zug → Baar,CH,CH
S1,emmenbrucke,sursee,night,Emmenbrucke → Sursee,CH,CH
S1,rothenburg station,sursee,night,Rothenburg Station → Sursee,CH,CH
S1,sursee,ebikon,night,Sursee → Ebikon,CH,CH
S1,luzern,zug chollermuli,night,Luzern → Zug Chollermuli,CH,CH
S1,emmenbrucke,cham alpenblick,night,Emmenbrucke → Cham Alpenblick,CH,CH
S1,zug,buchrain,night,Zug → Buchrain,CH,CH
S1,baar,rotkreuz,night,Baar → Rotkreuz,CH,CH
S1,baar,hunenberg chamleten,night,Baar → Hunenberg Chamleten,CH,CH
S1,baar,gisikon root,night,Baar → Gisikon Root,CH,CH
S1,rotkreuz,rothenburg station,night,Rotkreuz → Rothenburg Station,CH,CH
S1,emmenbrucke,cham,night,Emmenbrucke → Cham,CH,CH
S1,luzern,cham alpenblick,night,Luzern → Cham Alpenblick,CH,CH
S1,luzern,emmenbrucke,night,Luzern → Emmenbrucke,CH,CH
S2,brunnen,zug postplatz,night,Brunnen → Zug Postplatz,CH,CH
S2,arth goldau,erstfeld,night,Arth Goldau → Erstfeld,CH,CH
S2,erstfeld,walchwil horndli,night,Erstfeld → Walchwil Horndli,CH,CH
S2,baar lindenpark,steinen,night,Baar Lindenpark → Steinen,CH,CH
S2,arth goldau,baar lindenpark,night,Arth Goldau → Baar Lindenpark,CH,CH
S2,baar lindenpark,walchwil,night,Baar Lindenpark → Walchwil,CH,CH
S2,arth goldau,altdorf ur,night,Arth Goldau → Altdorf Ur,CH,CH
S2,arth goldau,brunnen,night,Arth Goldau → Brunnen,CH,CH
S3,arth goldau,luzern,night,Arth Goldau → Luzern,CH,CH
S3,brunnen,luzern verkehrshaus,night,Brunnen → Luzern Verkehrshaus,CH,CH
S3,luzern,schwyz,night,Luzern → Schwyz,CH,CH
S3,brunnen,luzern,night,Brunnen → Luzern,CH,CH
S3,brunnen,kussnacht am rigi,night,Brunnen → Kussnacht Am Rigi,CH,CH
S3,kussnacht am rigi,luzern,night,Kussnacht Am Rigi → Luzern,CH,CH
S3,kussnacht am rigi,luzern verkehrshaus,night,Kussnacht Am Rigi → Luzern Verkehrshaus,CH,CH
S9,beinwil am see,lenzburg,night,Beinwil Am See → Lenzburg,CH,CH
S9,luzern,baldegg,night,Luzern → Baldegg,CH,CH
S9,luzern,hochdorf,night,Luzern → Hochdorf,CH,CH
S9,beinwil am see,ballwil,night,Beinwil Am See → Ballwil,CH,CH
S9,lenzburg,hitzkirch,night,Lenzburg → Hitzkirch,CH,CH
S9,hochdorf,boniswil,night,Hochdorf → Boniswil,CH,CH
S9,hochdorf,emmenbrucke,night,Hochdorf → Emmenbrucke,CH,CH
S9,emmenbrucke,gelfingen,night,Emmenbrucke → Gelfingen,CH,CH
S9,hochdorf,beinwil am see,night,Hochdorf → Beinwil Am See,CH,CH
S1,rotkreuz,baar neufeld,night,Rotkreuz → Baar Neufeld,CH,CH
S24,zurich wiedikon,thalwil,night,Zurich Wiedikon → Thalwil,CH,CH
S24,zurich flughafen,bassersdorf,night,Zurich Flughafen → Bassersdorf,CH,CH
S,reichenburg,wadenswil,night,Reichenburg → Wadenswil,CH,CH
S,reichenburg,au zh,night,Reichenburg → Au Zh,CH,CH
R,geneve,satigny,night,Geneve → Satigny,CH,CH
R,geneve,la plaine,night,Geneve → la Plaine,CH,CH
R,meyrin,la plaine,night,Meyrin → la Plaine,CH,CH
R,annemasse,les tuileries,night,Annemasse → les Tuileries,CH,CH
R,geneve,tannay,night,Geneve → Tannay,CH,CH
R,chene bourg,geneve,night,Chene Bourg → Geneve,CH,CH
R,chene bourg,genthod bellevue,night,Chene Bourg → Genthod Bellevue,CH,CH
R,coppet,geneve secheron,night,Coppet → Geneve Secheron,CH,CH
R,annemasse,geneve aeroport,night,Annemasse → Geneve Aeroport,CH,CH
R,annemasse,vernier,night,Annemasse → Vernier,CH,CH
R,palezieux,corcelles nord,night,Palezieux → Corcelles Nord,CH,CH
R,st maurice,vevey,night,St Maurice → Vevey,CH,CH
R,bex,cully,night,Bex → Cully,CH,CH
R,grandson,renens vd,night,Grandson → Renens Vd,CH,CH
R,eclepens,cully,night,Eclepens → Cully,CH,CH
R,cossonay penthalaz,vevey,night,Cossonay Penthalaz → Vevey,CH,CH
R,bex,lutry,night,Bex → Lutry,CH,CH
R,st maurice,cully,night,St Maurice → Cully,CH,CH
R,bex,st saphorin,night,Bex → St Saphorin,CH,CH
R,villeneuve vd,cully,night,Villeneuve Vd → Cully,CH,CH
R,cossonay penthalaz,epesses,night,Cossonay Penthalaz → Epesses,CH,CH
R,lausanne,ependes vd,night,Lausanne → Ependes Vd,CH,CH
R,villeneuve vd,lutry,night,Villeneuve Vd → Lutry,CH,CH
R,aigle,vevey,night,Aigle → Vevey,CH,CH
R,bex,la tour de peilz,night,Bex → la Tour de Peilz,CH,CH
R,vevey,la sarraz,night,Vevey → la Sarraz,CH,CH
R,cully,arnex,night,Cully → Arnex,CH,CH
R,cully,la sarraz,night,Cully → la Sarraz,CH,CH
R,vevey,prilly malley,night,Vevey → Prilly Malley,CH,CH
R,vallorbe,lausanne,night,Vallorbe → Lausanne,CH,CH
R,le day,pully,night,le Day → Pully,CH,CH
S41,romont fr,pully nord,night,Romont Fr → Pully Nord,CH,CH
S41,fribourg freiburg,palezieux,night,Fribourg Freiburg → Palezieux,CH,CH
S41,fribourg freiburg,moreillon,night,Fribourg Freiburg → Moreillon,CH,CH
S41,fribourg freiburg,grandvaux,night,Fribourg Freiburg → Grandvaux,CH,CH
S41,fribourg freiburg,oron,night,Fribourg Freiburg → Oron,CH,CH
S41,lausanne,chenens,night,Lausanne → Chenens,CH,CH
S40,fribourg freiburg,puidoux,night,Fribourg Freiburg → Puidoux,CH,CH
S40,lausanne,cottens fr,night,Lausanne → Cottens Fr,CH,CH
R,romont fr,vevey,night,Romont Fr → Vevey,CH,CH
R,puidoux,vevey,night,Puidoux → Vevey,CH,CH
R,palezieux,vevey,night,Palezieux → Vevey,CH,CH
R,romont fr,palezieux,night,Romont Fr → Palezieux,CH,CH
R,payerne,lausanne,night,Payerne → Lausanne,CH,CH
R,allaman,palezieux,night,Allaman → Palezieux,CH,CH
R,allaman,puidoux,night,Allaman → Puidoux,CH,CH
R,lausanne,morges,night,Lausanne → Morges,CH,CH
R,payerne,puidoux,night,Payerne → Puidoux,CH,CH
R,payerne,murten morat,night,Payerne → Murten Morat,CH,CH
R,lausanne,granges marnand,night,Lausanne → Granges Marnand,CH,CH
R,renens vd,allaman,night,Renens Vd → Allaman,CH,CH
S11,chiasso,lissone muggio,night,Chiasso → Lissone Muggio,CH,CH
S10,chiasso,lamone cadempino,night,Chiasso → Lamone Cadempino,CH,CH
